OWNER	일련번호	TABLE_NAME	TAB_COMMENTS	COLUMN_NAME	COL_COMMENTS	DATA_TYPE	DATA_LENGTH	NULLABLE	구분
NGW	12090	DEL_20231101_Z_GRW_GIFO		NUM	번호	NUMBER	22	Y	사용하지않음
NGW	12091	DEL_20231101_Z_GRW_GIFO		GIFO_DATE	일시	VARCHAR2	10	Y	사용하지않음
NGW	12092	DEL_20231101_Z_GRW_GIFO		GIFO_SUBJECT	포럼 제목	VARCHAR2	200	Y	사용하지않음
NGW	12093	DEL_20231101_Z_GRW_GIFO		GIFO_POS	포럼 장소	VARCHAR2	50	Y	사용하지않음
NGW	12094	DEL_20231101_Z_GRW_GIFO		GIFO_ORGAN	주관 기관	VARCHAR2	500	Y	사용하지않음
NGW	12095	DEL_20231101_Z_GRW_GIFO		GIFO_GEYO	포럼 개요	VARCHAR2	500	Y	사용하지않음
NGW	12096	DEL_20231101_Z_GRW_GIFO		SRC_FILENAME1	소스파일이름1	VARCHAR2	255	Y	사용하지않음
NGW	12097	DEL_20231101_Z_GRW_GIFO		SAVE_FILENAME1	저장파일이름1	VARCHAR2	255	Y	사용하지않음
NGW	12098	DEL_20231101_Z_GRW_GIFO		FILESIZE1	파일사이즈1	VARCHAR2	255	Y	사용하지않음
NGW	12099	DEL_20231101_Z_GRW_GIFOASO		SEQ_NO		NUMBER	22	Y	사용하지않음
NGW	12100	DEL_20231101_Z_GRW_GIFOASO		NUM		NUMBER	22	Y	사용하지않음
NGW	12101	DEL_20231101_Z_GRW_GIFOASO		GIFO_DATE		VARCHAR2	10	Y	사용하지않음
NGW	12102	DEL_20231101_Z_GRW_GIFOASO		GIFO_SUBJECT		VARCHAR2	200	Y	사용하지않음
NGW	12103	DEL_20231101_Z_GRW_GIFOASO		GIFO_POS		VARCHAR2	50	Y	사용하지않음
NGW	12104	DEL_20231101_Z_GRW_GIFOASO		GIFO_ORGAN		VARCHAR2	500	Y	사용하지않음
NGW	12105	DEL_20231101_Z_GRW_GIFOASO		GIFO_GEYO		VARCHAR2	500	Y	사용하지않음
NGW	12106	DEL_20231101_Z_GRW_GIFOASO		SRC_FILENAME1		VARCHAR2	255	Y	사용하지않음
NGW	12107	DEL_20231101_Z_GRW_GIFOASO		SAVE_FILENAME1		VARCHAR2	255	Y	사용하지않음
NGW	12108	DEL_20231101_Z_GRW_GIFOASO		FILESIZE1		VARCHAR2	255	Y	사용하지않음
NGW	12109	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	SEQ_NO		NUMBER	22	Y	사용하지않음
NGW	12110	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	NUM		NUMBER	22	Y	사용하지않음
NGW	12111	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	GIFO_DATE		VARCHAR2	10	Y	사용하지않음
NGW	12112	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	GIFO_SUBJECT		VARCHAR2	200	Y	사용하지않음
NGW	12113	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	GIFO_POS		VARCHAR2	50	Y	사용하지않음
NGW	12114	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	GIFO_ORGAN		VARCHAR2	500	Y	사용하지않음
NGW	12115	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	GIFO_GEYO		VARCHAR2	500	Y	사용하지않음
NGW	12116	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	SRC_FILENAME1		VARCHAR2	255	Y	사용하지않음
NGW	12117	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	SAVE_FILENAME1		VARCHAR2	255	Y	사용하지않음
NGW	12118	DEL_20231101_Z_GRW_GIFOYC	물종합수질연찬회	FILESIZE1		VARCHAR2	255	Y	사용하지않음
NGW	12119	DEL_20231101_Z_GS_ADMIN_ALLOW	허가관리자	ALLOWIP		VARCHAR2	15	Y	사용하지않음
NGW	12120	DEL_20231101_Z_GS_ADMIN_ALLOW	허가관리자	ALLOWNAME		VARCHAR2	100	Y	사용하지않음
NGW	12121	DEL_20231101_Z_GS_ADMIN_ALLOW	허가관리자	ALLOWUSE		NUMBER	22	Y	사용하지않음
NGW	12122	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	SEQ		NUMBER	22	Y	사용하지않음
NGW	12123	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	POPUP_TITLE		VARCHAR2	500	Y	사용하지않음
NGW	12124	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	POPUP_SHOW_YN		VARCHAR2	10	Y	사용하지않음
NGW	12125	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	SDATE		DATE	7	Y	사용하지않음
NGW	12126	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	MDATE		DATE	7	Y	사용하지않음
NGW	12127	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	WDATE		DATE	7	Y	사용하지않음
NGW	12128	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	WIDTH		NUMBER	22	Y	사용하지않음
NGW	12129	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	HEIGHT		NUMBER	22	Y	사용하지않음
NGW	12130	DEL_20231101_Z_GS_ADMIN_POPUP	관리자팝업	CONT		CLOB	4000	Y	사용하지않음
NGW	12131	DEL_20231101_Z_GS_AREA_CODE	지역코드	CODE		VARCHAR2	2	N	사용하지않음
NGW	12132	DEL_20231101_Z_GS_AREA_CODE	지역코드	AREA_NAME		VARCHAR2	50	Y	사용하지않음
NGW	12133	DEL_20231101_Z_GS_ARTICLE_GU	기사글 구분	ARTICLE_GU		NUMBER	22	Y	사용하지않음
NGW	12134	DEL_20231101_Z_GS_ARTICLE_GU	기사글 구분	ARTICLE_SGU		NUMBER	22	Y	사용하지않음
NGW	12135	DEL_20231101_Z_GS_ARTICLE_GU	기사글 구분	ARTICLE_NAME		VARCHAR2	255	Y	사용하지않음
NGW	12136	DEL_20231101_Z_GS_BANGMUN_INFO		PGNAME		VARCHAR2	3000	N	사용하지않음
NGW	12137	DEL_20231101_Z_GS_BANGMUN_INFO		V_DATETIME		DATE	7	N	사용하지않음
NGW	12138	DEL_20231101_Z_GS_BANGMUN_INFO		HTTP_REFERER		VARCHAR2	3000	Y	사용하지않음
NGW	12139	DEL_20231101_Z_GS_BANGMUN_INFO		REMOTE_ADDR		VARCHAR2	3000	Y	사용하지않음
NGW	12140	DEL_20231101_Z_GS_BANGMUN_INFO		SCRIPT_NAME		VARCHAR2	3000	Y	사용하지않음
NGW	12141	DEL_20231101_Z_GS_BANGMUN_INFO		HTTP_USER_AGENT		VARCHAR2	3000	Y	사용하지않음
NGW	12142	DEL_20231101_Z_GS_BANGMUN_INFO		USER_ID		VARCHAR2	3000	Y	사용하지않음
NGW	12143	DEL_20231101_Z_GS_BANGMUN_INFO		SESSION_ID		VARCHAR2	3000	Y	사용하지않음
NGW	12144	DEL_20231101_Z_GS_BANGMUN_INFO_STATISTICS		WDATE		CHAR	8	N	사용하지않음
NGW	12145	DEL_20231101_Z_GS_BANGMUN_INFO_STATISTICS		CVALUE		NUMBER	22	N	사용하지않음
NGW	12146	DEL_20231101_Z_GS_BANGMUN_LOG	방문자 통계 테이블(세션)	V_DATETIME		DATE	7	N	사용하지않음
NGW	12147	DEL_20231101_Z_GS_BANGMUN_LOG	방문자 통계 테이블(세션)	REMOTE_ADDR		VARCHAR2	300	Y	사용하지않음
NGW	12148	DEL_20231101_Z_GS_BANGMUN_LOG	방문자 통계 테이블(세션)	HTTP_USER_AGENT		VARCHAR2	300	Y	사용하지않음
NGW	12149	DEL_20231101_Z_GS_BANGMUN_LOG	방문자 통계 테이블(세션)	SESSION_ID		VARCHAR2	300	N	사용하지않음
NGW	12150	DEL_20231101_Z_GS_BANGMUN_LOG	방문자 통계 테이블(세션)	PGNAME		VARCHAR2	300	Y	사용하지않음
NGW	12151	DEL_20231101_Z_GS_CALENDAR	행사일정관리	NUM		NUMBER	22	N	사용하지않음
NGW	12152	DEL_20231101_Z_GS_CALENDAR	행사일정관리	DATE_CALE		VARCHAR2	50	N	사용하지않음
NGW	12153	DEL_20231101_Z_GS_CALENDAR	행사일정관리	CONT_CALE		VARCHAR2	1500	N	사용하지않음
NGW	12154	DEL_20231101_Z_GS_CALENDAR	행사일정관리	CONT1_CALE		VARCHAR2	1500	Y	사용하지않음
NGW	12155	DEL_20231101_Z_GS_CALENDAR	행사일정관리	URL_CALE		VARCHAR2	250	Y	사용하지않음
NGW	12156	DEL_20231101_Z_GS_CALENDAR	행사일정관리	SRC_FILENAME		VARCHAR2	2000	Y	사용하지않음
NGW	12157	DEL_20231101_Z_GS_CALENDAR	행사일정관리	FILENAME		VARCHAR2	2000	Y	사용하지않음
NGW	12158	DEL_20231101_Z_GS_CALENDAR	행사일정관리	DATE1_CALE		VARCHAR2	50	Y	사용하지않음
NGW	12159	DEL_20231101_Z_GS_DATA_LOG	파일 다운로드 로그	ID		NUMBER	22	N	사용하지않음
NGW	12160	DEL_20231101_Z_GS_DATA_LOG	파일 다운로드 로그	DATA_ID	데이터 구분	NUMBER	22	N	사용하지않음
NGW	12161	DEL_20231101_Z_GS_DATA_LOG	파일 다운로드 로그	DATA_NUM	파일 NUMBER	NUMBER	22	N	사용하지않음
NGW	12162	DEL_20231101_Z_GS_DATA_LOG	파일 다운로드 로그	RGSTR_DATE	다운로드 일자	VARCHAR2	12	N	사용하지않음
NGW	12163	DEL_20231101_Z_GS_DATA_LOG	파일 다운로드 로그	CAPACITY	파일용량(byte)	VARCHAR2	100	Y	사용하지않음
NGW	12164	DEL_20231101_Z_GS_DATA_TYPE	다운로드 파일 구분값	ID		NUMBER	22	N	사용하지않음
NGW	12165	DEL_20231101_Z_GS_DATA_TYPE	다운로드 파일 구분값	DATA_TYPE		VARCHAR2	100	N	사용하지않음
NGW	12166	DEL_20231101_Z_GS_DATA_TYPE	다운로드 파일 구분값	FILE_NAME		VARCHAR2	100	N	사용하지않음
NGW	12167	DEL_20231101_Z_GS_DOWN_PURPOSE		CODE		VARCHAR2	1	Y	사용하지않음
NGW	12168	DEL_20231101_Z_GS_DOWN_PURPOSE		PURPOSE_TXT		VARCHAR2	100	Y	사용하지않음
NGW	12169	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	LIST_NO		NUMBER	22	N	사용하지않음
NGW	12170	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	PART_NO		NUMBER	22	N	사용하지않음
NGW	12171	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	JR_NAME		VARCHAR2	500	N	사용하지않음
NGW	12172	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	SYEAR		VARCHAR2	4	N	사용하지않음
NGW	12173	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	EYEAR		VARCHAR2	4	N	사용하지않음
NGW	12174	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	SVOL		VARCHAR2	4	N	사용하지않음
NGW	12175	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	EVOL		VARCHAR2	4	N	사용하지않음
NGW	12176	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	ABSTRACT		VARCHAR2	1	N	사용하지않음
NGW	12177	DEL_20231101_Z_GS_EXTERNAL_THESIS_LIST	저널리스트-외부	CONTENT		VARCHAR2	1	N	사용하지않음
NGW	12178	DEL_20231101_Z_GS_EXTERNAL_THESIS_PART		PART_NO		NUMBER	22	N	사용하지않음
NGW	12179	DEL_20231101_Z_GS_EXTERNAL_THESIS_PART		PART_NAME		NVARCHAR2	400	N	사용하지않음
NGW	12180	DEL_20231101_Z_GS_EXTERNAL_THESIS_PART		PART_CONTENT		NVARCHAR2	1000	Y	사용하지않음
NGW	12181	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		SEQ_NO		NUMBER	22	N	사용하지않음
NGW	12182	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		PART_NO		NUMBER	22	N	사용하지않음
NGW	12183	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		LIST_NO		NUMBER	22	N	사용하지않음
NGW	12184	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		VOL_NO		VARCHAR2	100	N	사용하지않음
NGW	12185	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		ISSUE_NO		VARCHAR2	100	Y	사용하지않음
NGW	12186	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		VYEAR		VARCHAR2	10	Y	사용하지않음
NGW	12187	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		SPAGE		VARCHAR2	50	Y	사용하지않음
NGW	12188	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		EPAGE		VARCHAR2	50	Y	사용하지않음
NGW	12189	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		SUBJECT		VARCHAR2	3000	N	사용하지않음
NGW	12190	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		WRITER		VARCHAR2	3000	Y	사용하지않음
NGW	12191	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		ABSTRACT		CLOB	4000	Y	사용하지않음
NGW	12192	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		ABSTRACT_LINK		VARCHAR2	3000	Y	사용하지않음
NGW	12193	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		CONTENT_LINK		VARCHAR2	3000	Y	사용하지않음
NGW	12194	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		KEYWORD		VARCHAR2	3000	Y	사용하지않음
NGW	12195	DEL_20231101_Z_GS_EXTERNAL_THESIS_VOL		REG_DATE		DATE	7	Y	사용하지않음
NGW	12196	DEL_20231101_Z_GS_GALLERY	지하수갤러리	NUM		NUMBER	22	N	사용하지않음
NGW	12197	DEL_20231101_Z_GS_GALLERY	지하수갤러리	CRE_ID		VARCHAR2	20	Y	사용하지않음
NGW	12198	DEL_20231101_Z_GS_GALLERY	지하수갤러리	ITEM		VARCHAR2	10	Y	사용하지않음
NGW	12199	DEL_20231101_Z_GS_GALLERY	지하수갤러리	ARTICLE_GU		NUMBER	22	Y	사용하지않음
NGW	12200	DEL_20231101_Z_GS_GALLERY	지하수갤러리	ISSUEDATE		DATE	7	Y	사용하지않음
NGW	12201	DEL_20231101_Z_GS_GALLERY	지하수갤러리	WDATE		DATE	7	Y	사용하지않음
NGW	12202	DEL_20231101_Z_GS_GALLERY	지하수갤러리	RDATE		DATE	7	Y	사용하지않음
NGW	12203	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SUBJECT		VARCHAR2	100	Y	사용하지않음
NGW	12204	DEL_20231101_Z_GS_GALLERY	지하수갤러리	COM_INTRO		VARCHAR2	2000	Y	사용하지않음
NGW	12205	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SEARCH_NUM		NUMBER	22	Y	사용하지않음
NGW	12206	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SRC_FILENAME1		VARCHAR2	150	Y	사용하지않음
NGW	12207	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SAVE_FILENAME1		VARCHAR2	150	Y	사용하지않음
NGW	12208	DEL_20231101_Z_GS_GALLERY	지하수갤러리	FILESIZE1		NUMBER	22	Y	사용하지않음
NGW	12209	DEL_20231101_Z_GS_GALLERY	지하수갤러리	DOWNCOUNT1		NUMBER	22	Y	사용하지않음
NGW	12210	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SRC_FILENAME2		VARCHAR2	250	Y	사용하지않음
NGW	12211	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SAVE_FILENAME2		VARCHAR2	30	Y	사용하지않음
NGW	12212	DEL_20231101_Z_GS_GALLERY	지하수갤러리	FILESIZE2		NUMBER	22	Y	사용하지않음
NGW	12213	DEL_20231101_Z_GS_GALLERY	지하수갤러리	DOWNCOUNT2		NUMBER	22	Y	사용하지않음
NGW	12214	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SRC_FILENAME3		VARCHAR2	30	Y	사용하지않음
NGW	12215	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SAVE_FILENAME3		VARCHAR2	30	Y	사용하지않음
NGW	12216	DEL_20231101_Z_GS_GALLERY	지하수갤러리	FILESIZE3		NUMBER	22	Y	사용하지않음
NGW	12217	DEL_20231101_Z_GS_GALLERY	지하수갤러리	DOWNCOUNT3		NUMBER	22	Y	사용하지않음
NGW	12218	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SRC_FILENAME4		VARCHAR2	30	Y	사용하지않음
NGW	12219	DEL_20231101_Z_GS_GALLERY	지하수갤러리	SAVE_FILENAME4		VARCHAR2	30	Y	사용하지않음
NGW	12220	DEL_20231101_Z_GS_GALLERY	지하수갤러리	FILESIZE4		NUMBER	22	Y	사용하지않음
NGW	12221	DEL_20231101_Z_GS_GALLERY	지하수갤러리	DOWNCOUNT4		NUMBER	22	Y	사용하지않음
NGW	12222	DEL_20231101_Z_GS_GALLERY	지하수갤러리	ARTICLE_SGU		NUMBER	22	Y	사용하지않음
NGW	12223	DEL_20231101_Z_GS_GALLERY	지하수갤러리	PASSWD		VARCHAR2	10	Y	사용하지않음
NGW	12224	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	SEQ	순번	NUMBER	22	N	사용하지않음
NGW	12225	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	REGION_CODE	지역코드	VARCHAR2	10	Y	사용하지않음
NGW	12226	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	SIDO_NM	시도명	VARCHAR2	20	Y	사용하지않음
NGW	12227	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	CGG_NM	시군구명	VARCHAR2	20	Y	사용하지않음
NGW	12228	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	SPRING_NM	온천명	VARCHAR2	50	Y	사용하지않음
NGW	12229	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	ADDR	주소	VARCHAR2	100	Y	사용하지않음
NGW	12230	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	SPRING_KIND_CONT	온천종류	VARCHAR2	20	Y	사용하지않음
NGW	12231	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	REF_URL	참조URL	VARCHAR2	200	Y	사용하지않음
NGW	12232	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	CRDX		NUMBER	22	Y	사용하지않음
NGW	12233	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	CRDY		NUMBER	22	Y	사용하지않음
NGW	12234	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	IMG_URL	사진URL	VARCHAR2	100	Y	사용하지않음
NGW	12235	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	REG_ID	등록자ID	VARCHAR2	16	Y	사용하지않음
NGW	12236	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	REG_DT	등록일	DATE	7	Y	사용하지않음
NGW	12237	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	UPD_ID	수정자ID	VARCHAR2	16	Y	사용하지않음
NGW	12238	DEL_20231101_Z_GS_HOT_SPRING_INFO	온천정보	UPD_DT	수정일	DATE	7	Y	사용하지않음
NGW	12239	DEL_20231101_Z_GS_IMPACT		NUM		NUMBER	22	Y	사용하지않음
NGW	12240	DEL_20231101_Z_GS_IMPACT		ORG_NAME		VARCHAR2	100	Y	사용하지않음
NGW	12241	DEL_20231101_Z_GS_IMPACT		SRC_FILENAME1		VARCHAR2	300	Y	사용하지않음
NGW	12242	DEL_20231101_Z_GS_IMPACT		SAVE_FILENAME1		VARCHAR2	300	Y	사용하지않음
NGW	12243	DEL_20231101_Z_GS_IMPACT		FILESIZE1		NUMBER	22	Y	사용하지않음
NGW	12244	DEL_20231101_Z_GS_IMPACT		WDATE		VARCHAR2	20	Y	사용하지않음
NGW	12245	DEL_20231101_Z_GS_IMPACT		CHECK_IN		VARCHAR2	2	Y	사용하지않음
NGW	12246	DEL_20231101_Z_GS_INFO_AREA_LIST_MICRO		REQ_NO		NUMBER	22	N	사용하지않음
NGW	12247	DEL_20231101_Z_GS_INFO_AREA_LIST_MICRO		SIDO		VARCHAR2	30	N	사용하지않음
NGW	12248	DEL_20231101_Z_GS_INFO_AREA_LIST_MICRO		SGG		VARCHAR2	30	Y	사용하지않음
NGW	12249	DEL_20231101_Z_GS_INFO_AREA_LIST_MICRO		FILENAME		VARCHAR2	1000	N	사용하지않음
NGW	12250	DEL_20231101_Z_GS_INFO_AREA_LIST_MICRO		USE_CHK		VARCHAR2	300	Y	사용하지않음
NGW	12251	DEL_20231101_Z_GS_INFO_AREA_LIST_MICRO		FILETYPE		VARCHAR2	1000	Y	사용하지않음
NGW	12252	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	REQ_NO		NUMBER	22	N	사용하지않음
NGW	12253	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWN_TITLE		VARCHAR2	400	Y	사용하지않음
NGW	12254	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWN_MSG		VARCHAR2	1000	Y	사용하지않음
NGW	12255	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	PWD		VARCHAR2	10	Y	사용하지않음
NGW	12256	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	ZIPFILE		VARCHAR2	255	Y	사용하지않음
NGW	12257	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	REFCOUNT		NUMBER	22	Y	사용하지않음
NGW	12258	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	REG_DATE		DATE	7	Y	사용하지않음
NGW	12259	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWN_DATE		DATE	7	Y	사용하지않음
NGW	12260	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	EMAIL_COUNT		NUMBER	22	Y	사용하지않음
NGW	12261	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWN_STATUS		VARCHAR2	10	Y	사용하지않음
NGW	12262	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SRC_FILENAME1		VARCHAR2	255	Y	사용하지않음
NGW	12263	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SAVE_FILENAME1		VARCHAR2	255	Y	사용하지않음
NGW	12264	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	FILESIZE1		NUMBER	22	Y	사용하지않음
NGW	12265	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWNCOUNT1		NUMBER	22	Y	사용하지않음
NGW	12266	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SRC_FILENAME2		VARCHAR2	255	Y	사용하지않음
NGW	12267	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SAVE_FILENAME2		VARCHAR2	255	Y	사용하지않음
NGW	12268	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	FILESIZE2		NUMBER	22	Y	사용하지않음
NGW	12269	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWNCOUNT2		NUMBER	22	Y	사용하지않음
NGW	12270	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SRC_FILENAME3		VARCHAR2	255	Y	사용하지않음
NGW	12271	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SAVE_FILENAME3		VARCHAR2	255	Y	사용하지않음
NGW	12272	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	FILESIZE3		NUMBER	22	Y	사용하지않음
NGW	12273	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWNCOUNT3		NUMBER	22	Y	사용하지않음
NGW	12274	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SRC_FILENAME4		VARCHAR2	255	Y	사용하지않음
NGW	12275	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	SAVE_FILENAME4		VARCHAR2	255	Y	사용하지않음
NGW	12276	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	FILESIZE4		NUMBER	22	Y	사용하지않음
NGW	12277	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	DOWNCOUNT4		NUMBER	22	Y	사용하지않음
NGW	12278	DEL_20231101_Z_GS_INFO_DOWN	정보신청다운로드	KEY_NUM		NUMBER	22	Y	사용하지않음
NGW	12279	DEL_20231101_Z_GS_INFO_DOWN_MICRO		REQ_NO		NUMBER	22	Y	사용하지않음
NGW	12280	DEL_20231101_Z_GS_INFO_DOWN_MICRO		REQ_GUID		VARCHAR2	100	Y	사용하지않음
NGW	12281	DEL_20231101_Z_GS_INFO_DOWN_MICRO		DOWN_TITLE		VARCHAR2	500	Y	사용하지않음
NGW	12282	DEL_20231101_Z_GS_INFO_DOWN_MICRO		DOWN_MSG		VARCHAR2	1000	Y	사용하지않음
NGW	12283	DEL_20231101_Z_GS_INFO_DOWN_MICRO		ZIPFILE		VARCHAR2	2000	Y	사용하지않음
NGW	12284	DEL_20231101_Z_GS_INFO_DOWN_MICRO		REQ_LIST		VARCHAR2	2000	Y	사용하지않음
NGW	12285	DEL_20231101_Z_GS_INFO_DOWN_MICRO		REFCOUNT		NUMBER	22	Y	사용하지않음
NGW	12286	DEL_20231101_Z_GS_INFO_DOWN_MICRO		REQ_DATE		DATE	7	Y	사용하지않음
NGW	12287	DEL_20231101_Z_GS_INFO_DOWN_MICRO		AUTH_DATE		DATE	7	Y	사용하지않음
NGW	12288	DEL_20231101_Z_GS_INFO_DOWN_MICRO		DOWN_DATE		DATE	7	Y	사용하지않음
NGW	12289	DEL_20231101_Z_GS_INFO_DOWN_MICRO		EMAIL_COUNT		NUMBER	22	Y	사용하지않음
NGW	12290	DEL_20231101_Z_GS_INFO_DOWN_MICRO		SRC_FILENAME		VARCHAR2	500	Y	사용하지않음
NGW	12291	DEL_20231101_Z_GS_INFO_DOWN_MICRO		DOWN_USETEXT		VARCHAR2	3000	Y	사용하지않음
NGW	12292	DEL_20231101_Z_GS_INFO_DOWN_MICRO		USER_NM		VARCHAR2	500	Y	사용하지않음
NGW	12293	DEL_20231101_Z_GS_INFO_DOWN_MICRO		USER_PN		VARCHAR2	500	Y	사용하지않음
NGW	12294	DEL_20231101_Z_GS_INFO_DOWN_MICRO		USER_PART		VARCHAR2	500	Y	사용하지않음
NGW	12295	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_NO		NUMBER	22	Y	사용하지않음
NGW	12296	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_GUID		VARCHAR2	100	Y	사용하지않음
NGW	12297	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_NAME		VARCHAR2	20	Y	사용하지않음
NGW	12298	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_GU		VARCHAR2	40	Y	사용하지않음
NGW	12299	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_KEY		VARCHAR2	40	Y	사용하지않음
NGW	12300	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_DATA		VARCHAR2	1000	Y	사용하지않음
NGW	12301	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_DATE		DATE	7	Y	사용하지않음
NGW	12302	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_SQL		VARCHAR2	2000	Y	사용하지않음
NGW	12303	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_JOSACODE		VARCHAR2	2000	Y	사용하지않음
NGW	12304	DEL_20231101_Z_GS_INFO_REQ_MICRO		REQ_DATATYPE		VARCHAR2	2000	Y	사용하지않음
