OWNER	일련번호	TABLE_NAME	TAB_COMMENTS	COLUMN_NAME	COL_COMMENTS	DATA_TYPE	DATA_LENGTH	NULLABLE	구분
NGW	1	AREA_TMP	행정구역면적(2020)	BRTC_NM	시도명	VARCHAR2	40	Y	사용
NGW	2	AREA_TMP	행정구역면적(2020)	SIGUN_NM	시군구명	NVARCHAR2	1016	Y	사용
NGW	3	AREA_TMP	행정구역면적(2020)	S_AREA	면적합계(m2)	VARCHAR2	26	Y	사용
NGW	4	AREA_TMP	행정구역면적(2020)	C_AREA	도시지역	VARCHAR2	26	Y	사용
NGW	5	AREA_TMP	행정구역면적(2020)	N_AREA	비도시지역	VARCHAR2	26	Y	사용
NGW	6	AREA_TMP	행정구역면적(2020)	K_AREA	면적(km2)	VARCHAR2	20	Y	사용
NGW	7	AVG_PM_GD60201		RESULT_ID		NUMBER	22	N	사용하지않음
NGW	8	AVG_PM_GD60201		OBSR_DD		VARCHAR2	10	Y	사용하지않음
NGW	9	AVG_PM_GD60201		AVG_VALUE		NUMBER	22	Y	사용하지않음
NGW	10	COMPET_PARTCPTN	공모전참가자	SN	일련번호	NUMBER	22	N	추가
NGW	11	COMPET_PARTCPTN	공모전참가자	WRITER_NM	작성자이름	VARCHAR2	100	N	추가
NGW	12	COMPET_PARTCPTN	공모전참가자	PHON_NO	휴대폰번호	VARCHAR2	20	N	추가
NGW	13	COMPET_PARTCPTN	공모전참가자	EMAIL	이메일	VARCHAR2	100	Y	추가
NGW	14	COMPET_PARTCPTN	공모전참가자	CTNT	내용	VARCHAR2	4000	Y	추가
NGW	15	COMPET_PARTCPTN	공모전참가자	LUCK_NO	응모번호	VARCHAR2	20	Y	추가
NGW	16	COMPET_PARTCPTN	공모전참가자	REGIST_DT	등록일시	DATE	7	Y	추가
NGW	17	COMPET_PARTCPTN	공모전참가자	ORGINL_FILE_NM	원본파일명	VARCHAR2	1000	Y	추가
NGW	18	COMPET_PARTCPTN	공모전참가자	SAVE_FILE_NM	저장파일명	VARCHAR2	1000	Y	추가
NGW	19	COMPET_PARTCPTN	공모전참가자	FILE_SIZE	파일사이즈	NUMBER	22	Y	추가
NGW	20	COMPET_PARTCPTN	공모전참가자	FILE_EXTSNM	파일확장자명	VARCHAR2	10	Y	추가
NGW	21	COMPET_PARTCPTN	공모전참가자	ORGINL_FILE_NM2	원본파일명2	VARCHAR2	1000	Y	추가
NGW	22	COMPET_PARTCPTN	공모전참가자	SAVE_FILE_NM2	저장파일명2	VARCHAR2	1000	Y	추가
NGW	23	COMPET_PARTCPTN	공모전참가자	FILE_SIZE2	파일사이즈2	NUMBER	22	Y	추가
NGW	24	COMPET_PARTCPTN	공모전참가자	FILE_EXTSNM2	파일확장자명2	VARCHAR2	10	Y	추가
NGW	25	COMPET_PARTCPTN	공모전참가자	PASSWD	응모자비번	VARCHAR2	500	Y	추가
NGW	26	COMPET_PARTCPTN	공모전참가자	ORGINL_FILE_NM3	원본파일명3	VARCHAR2	1000	Y	추가
NGW	27	COMPET_PARTCPTN	공모전참가자	SAVE_FILE_NM3	저장파일명3	VARCHAR2	1000	Y	추가
NGW	28	COMPET_PARTCPTN	공모전참가자	FILE_SIZE3	파일사이즈3	NUMBER	22	Y	추가
NGW	29	COMPET_PARTCPTN	공모전참가자	FILE_EXTSNM3	파일확장자명3	VARCHAR2	10	Y	추가
NGW	30	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	31	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	SIDO_NM	시도명	VARCHAR2	30	Y	연보작성용
NGW	32	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	CGG_NM	시군구명	VARCHAR2	30	Y	연보작성용
NGW	33	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	UMD_NM	읍면동	VARCHAR2	30	Y	연보작성용
NGW	34	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	35	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	36	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	37	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	38	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	39	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	40	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	41	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	42	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F09	값9	NUMBER	22	Y	연보작성용
NGW	43	CS_ANNUAL11_NA	연보_지역별 지하수 이용현황	F10	값10	NUMBER	22	Y	연보작성용
NGW	44	CS_ANNUAL12_NA	연보_유역별 지하수 이용현황	BASIN_CODE	유역코드	CHAR	4	Y	연보작성용
NGW	45	CS_ANNUAL12_NA	연보_유역별 지하수 이용현황	BASIN_NM	유역명	VARCHAR2	30	Y	연보작성용
NGW	46	CS_ANNUAL12_NA	연보_유역별 지하수 이용현황	USE_SUM	이용공이용량	NUMBER	22	Y	연보작성용
NGW	47	CS_ANNUAL13_NA	연보_허가신고현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	48	CS_ANNUAL13_NA	연보_허가신고현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	49	CS_ANNUAL13_NA	연보_허가신고현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	50	CS_ANNUAL13_NA	연보_허가신고현황	UWATER_SRV_CODE	지하수용도코드	VARCHAR2	1	Y	연보작성용
NGW	51	CS_ANNUAL13_NA	연보_허가신고현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	52	CS_ANNUAL13_NA	연보_허가신고현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	53	CS_ANNUAL13_NA	연보_허가신고현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	54	CS_ANNUAL13_NA	연보_허가신고현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	55	CS_ANNUAL13_NA	연보_허가신고현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	56	CS_ANNUAL13_NA	연보_허가신고현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	57	CS_ANNUAL13_NA	연보_허가신고현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	58	CS_ANNUAL13_NA	연보_허가신고현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	59	CS_ANNUAL13_NA	연보_허가신고현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	60	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	61	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	62	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	63	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	64	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	65	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	66	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	67	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	68	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	69	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	70	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	71	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F09	값9	NUMBER	22	Y	연보작성용
NGW	72	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F10	값10	NUMBER	22	Y	연보작성용
NGW	73	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F13	값13	NUMBER	22	Y	연보작성용
NGW	74	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F14	값14	NUMBER	22	Y	연보작성용
NGW	75	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F15	값15	NUMBER	22	Y	연보작성용
NGW	76	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F16	값16	NUMBER	22	Y	연보작성용
NGW	77	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F17	값17	NUMBER	22	Y	연보작성용
NGW	78	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F18	값18	NUMBER	22	Y	연보작성용
NGW	79	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F19	값19	NUMBER	22	Y	연보작성용
NGW	80	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F20	값20	NUMBER	22	Y	연보작성용
NGW	81	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F21	값21	NUMBER	22	Y	연보작성용
NGW	82	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	F22	값22	NUMBER	22	Y	연보작성용
NGW	83	CS_ANNUAL142_NA	연보_생활용별 지하수 이용현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	84	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	85	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	86	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	87	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	88	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	89	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	90	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	91	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	92	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	93	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	94	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	95	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F09	값9	NUMBER	22	Y	연보작성용
NGW	96	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F10	값10	NUMBER	22	Y	연보작성용
NGW	97	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F11	값11	NUMBER	22	Y	연보작성용
NGW	98	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	F12	값12	NUMBER	22	Y	연보작성용
NGW	99	CS_ANNUAL143_NA	연보_공업용 지하수 이용현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	100	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	101	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	102	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	103	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	104	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	105	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	106	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	107	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	108	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	109	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	110	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	111	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F09	값9	NUMBER	22	Y	연보작성용
NGW	112	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F10	값10	NUMBER	22	Y	연보작성용
NGW	113	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F11	값11	NUMBER	22	Y	연보작성용
NGW	114	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F12	값12	NUMBER	22	Y	연보작성용
NGW	115	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F13	값13	NUMBER	22	Y	연보작성용
NGW	116	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F14	값14	NUMBER	22	Y	연보작성용
NGW	117	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F15	값15	NUMBER	22	Y	연보작성용
NGW	118	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	F16	값16	NUMBER	22	Y	연보작성용
NGW	119	CS_ANNUAL144_NA	연보_농업용 지하수 이용현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	120	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	121	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	122	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	123	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	124	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	125	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	126	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	127	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	128	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	129	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	130	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	131	CS_ANNUAL145_NA	연보_기타용 지하수 이용현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	132	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	133	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	134	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	135	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	136	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	137	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	138	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	139	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	140	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	141	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	142	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	143	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F09	값9	NUMBER	22	Y	연보작성용
NGW	144	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F10	값10	NUMBER	22	Y	연보작성용
NGW	145	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F11	값11	NUMBER	22	Y	연보작성용
NGW	146	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F12	값12	NUMBER	22	Y	연보작성용
NGW	147	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F13	값13	NUMBER	22	Y	연보작성용
NGW	148	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F14	값14	NUMBER	22	Y	연보작성용
NGW	149	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F15	값15	NUMBER	22	Y	연보작성용
NGW	150	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F16	값16	NUMBER	22	Y	연보작성용
NGW	151	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F17	값17	NUMBER	22	Y	연보작성용
NGW	152	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F18	값18	NUMBER	22	Y	연보작성용
NGW	153	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F19	값19	NUMBER	22	Y	연보작성용
NGW	154	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F20	값20	NUMBER	22	Y	연보작성용
NGW	155	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F21	값21	NUMBER	22	Y	연보작성용
NGW	156	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	F22	값22	NUMBER	22	Y	연보작성용
NGW	157	CS_ANNUAL146_NA	연보_국군용 지하수 이용현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	158	CS_ANNUAL15_NA	연보_지하수 개발가능량 대비 이용량	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	159	CS_ANNUAL15_NA	연보_지하수 개발가능량 대비 이용량	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	160	CS_ANNUAL15_NA	연보_지하수 개발가능량 대비 이용량	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	161	CS_ANNUAL15_NA	연보_지하수 개발가능량 대비 이용량	DVOP	개발	NUMBER	22	Y	연보작성용
NGW	162	CS_ANNUAL15_NA	연보_지하수 개발가능량 대비 이용량	USE_SUM	이용공이용량	NUMBER	22	Y	연보작성용
NGW	163	CS_ANNUAL16_NA	연보_지하수 개발년도별현황	F01	값1	VARCHAR2	8	Y	연보작성용
NGW	164	CS_ANNUAL16_NA	연보_지하수 개발년도별현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	165	CS_ANNUAL16_NA	연보_지하수 개발년도별현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	166	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	167	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	168	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	169	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	UMD_NM	읍면동	VARCHAR2	30	Y	연보작성용
NGW	170	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	171	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	172	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	173	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	174	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	175	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	176	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	177	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	178	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F09	값9	NUMBER	22	Y	연보작성용
NGW	179	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	F10	값10	NUMBER	22	Y	연보작성용
NGW	180	CS_ANNUAL17_NA	연보_신규 개발 지하수현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	181	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	182	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	183	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	184	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	UWATER_SRV_CODE	지하수용도코드	VARCHAR2	1	Y	연보작성용
NGW	185	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	186	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	187	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	188	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	189	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	190	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	191	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	192	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	F08	값8	NUMBER	22	Y	연보작성용
NGW	193	CS_ANNUAL171_NA	연보_신규 개발 지하수 허가신고현황	RN	계수	NUMBER	22	Y	연보작성용
NGW	194	CS_ANNUAL181_NA	연보_지하수 불용공현황	UPS_SF_TEAM_CODE	상부자치단체코드	VARCHAR2	7	Y	연보작성용
NGW	195	CS_ANNUAL181_NA	연보_지하수 불용공현황	SIDO_NM	시도명	VARCHAR2	40	Y	연보작성용
NGW	196	CS_ANNUAL181_NA	연보_지하수 불용공현황	CGG_NM	시군구명	VARCHAR2	160	Y	연보작성용
NGW	197	CS_ANNUAL181_NA	연보_지하수 불용공현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	198	CS_ANNUAL181_NA	연보_지하수 불용공현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	199	CS_ANNUAL181_NA	연보_지하수 불용공현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	200	CS_ANNUAL181_NA	연보_지하수 불용공현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	201	CS_ANNUAL181_NA	연보_지하수 불용공현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	202	CS_ANNUAL181_NA	연보_지하수 불용공현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	203	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	204	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	205	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	206	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	207	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	208	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	209	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	210	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	211	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	212	CS_ANNUAL182_NA	연보_지하수 불용공처리현황	F07	값7	NUMBER	22	Y	연보작성용
NGW	213	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	214	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	215	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	216	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	217	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	218	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	F03	값3	NUMBER	22	Y	연보작성용
NGW	219	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	F04	값4	NUMBER	22	Y	연보작성용
NGW	220	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	F05	값5	NUMBER	22	Y	연보작성용
NGW	221	CS_ANNUAL185_NA	연보_지하수 불용공처리 방법별 현황	F06	값6	NUMBER	22	Y	연보작성용
NGW	222	CS_ANNUAL186_NA	연보_지하수 신규 불용공현황	UPS_SF_TEAM_CODE	상부자치단체코드	CHAR	7	Y	연보작성용
NGW	223	CS_ANNUAL186_NA	연보_지하수 신규 불용공현황	SIDO_NM	시도명	VARCHAR2	4000	Y	연보작성용
NGW	224	CS_ANNUAL186_NA	연보_지하수 신규 불용공현황	CGG_NM	시군구명	VARCHAR2	4000	Y	연보작성용
NGW	225	CS_ANNUAL186_NA	연보_지하수 신규 불용공현황	F01	값1	NUMBER	22	Y	연보작성용
NGW	226	CS_ANNUAL186_NA	연보_지하수 신규 불용공현황	F02	값2	NUMBER	22	Y	연보작성용
NGW	227	CS_ANNUAL186_NA	연보_지하수 신규 불용공현황	F03	값3	NUMBER	22	Y	연보작성용
